num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
3;3;3;0.0
456.24;450.56;453.96;0.1
669.98;665.92;667.16;0.2
793.92;798.2;794.14;0.3
862.16;861.34;861.74;0.4
881.78;878.86;880.96;0.5
850.44;854.6;854.16;0.6
784.16;784.74;781.52;0.7
625.86;628.7;624.02;0.8
