num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
3;3;3;0.0
479.38;478.54;481.24;0.1
735.96;733.38;733.34;0.2
856.24;858.5;859.52;0.3
942.32;945.8;940.68;0.4
961.44;961.1;959.18;0.5
930.58;929.7;929.92;0.6
851.96;851.56;851.22;0.7
