time_total;time_positive;time_negative;max_V_match_fraction
1079820.94;1091123.62;1075490.16;0.0
34141245.9;59574404.02;33780549.5;0.1
56685291.46;84142153.22;57889647.4;0.2
68481946.26;92916911.52;72584298.04;0.3
77449727.22;96244451.06;86245590.88;0.4
79561179.64;92493516.86;93129159.5;0.5
76131591.1;83411418.26;96743165.36;0.6
67733941.22;70981613.16;92620164.88;0.7
