time_total;time_positive;time_negative;max_V_match_fraction
773272.82;773990.44;769406.36;0.0
24727750.36;41890761.36;24453083.62;0.1
37896478.82;55535012.3;38032204.88;0.2
46992505.26;61566354.88;49810312.4;0.3
51141559.64;62105372.04;55898135.1;0.4
52861413.84;60301972.24;61200826.16;0.5
52289072.26;56414602.92;63836981.64;0.6
45128935.86;46642734.04;60859985.16;0.7
35808427.14;36029231.6;54412284.86;0.8
21258191.74;20808893.28;37956087.18;0.9
752874.3;765296.6;761426.96;1.0
