time_total;time_positive;time_negative;max_V_match_fraction
494924.7;488388.94;496328.82;0.0
16526800.28;26271788.54;15946217.84;0.1
22439474.74;31696913.78;22670052.06;0.2
26758730.84;34631019.52;27908443.8;0.3
29786514.16;35237155.78;31968021.12;0.4
29792762.64;33340662.34;35034825;0.5
29085045.66;30536731.34;36012707.02;0.6
26301826.8;26904335.68;34929969.4;0.7
19921033.42;19809356.86;29678812.74;0.8
11360222.08;10924086.68;20486309.74;0.9
485080.08;478824.38;483751.48;1.0
