PSU;len_T
401029648.25;500000
449805741.4;600000
569634681.78;700000
592314553.1;800000
599775894.79;900000
646152822.67;1000000
691250947.71;1100000
732407271.97;1200000
815218943.5;1300000
818897534.77;1400000
832076898.07;1500000
