PSU;len_T
550756410.05;500000
589928796.37;600000
690364181.06;700000
706213300.89;800000
740500130.22;900000
778662042.18;1000000
830096547.02;1100000
871731812.81;1200000
968772614.84;1300000
991758677.95;1400000
1041724258.94;1500000
