PSU;len_T
538697527.95;500000
607912094.23;600000
673087523.68;700000
715942157.11;800000
741026577.96;900000
523936822.91;1000000
604399151.29;1100000
639388545.14;1200000
709430092.05;1300000
705718531.6;1400000
712461529.35;1500000
