PSU;len_T
553300858.95;500000
608585072.68;600000
672963050.55;700000
707741305.28;800000
802234176.51;900000
588914613.14;1000000
598596612.69;1100000
630982904.56;1200000
696350292.31;1300000
691822714.65;1400000
