PSU;len_T
534670321.87;500000
598777022.98;600000
667034949.94;700000
708852120.76;800000
735623332.76;900000
720105243.56;1000000
738497513.4;1100000
775218669.23;1200000
759982020.27;1300000
814459307.82;1400000
717089563.61;1500000
