PSU;len_T
258530236.26;500000
268257190.41;600000
507667876.82;700000
502202479.65;800000
533521420.56;900000
553227863.55;1000000
505437696.63;1100000
754660128.94;1200000
970716522.89;1300000
820271226.82;1400000
489309700.11;1500000
