PSU;len_T
276570933.12;500000
276245458.43;600000
770314825.99;700000
335155723.03;800000
451198460.35;900000
462498221.21;1000000
667014015.55;1100000
493018981.98;1200000
499437527.42;1300000
474780155.72;1400000
