PSU;len_T
227363545.74;500000
252646831.72;600000
517165848.47;700000
692966093.54;800000
735382430.91;900000
734647267.81;1000000
959912871.83;1100000
438139816.23;1200000
679192590.19;1300000
523926718.83;1400000
549425879.86;1500000
