PSU;len_T
242927315.04;500000
260691653.33;600000
321829870.99;700000
327770217;800000
354108462.94;900000
358489065;1000000
358169664.63;1100000
344448465.54;1200000
378727548.01;1300000
364738323.34;1400000
418076978.45;1500000
