PSU;len_T
235289780.31;500000
252269246.49;600000
316526565.34;700000
332545325.55;800000
343282221.61;900000
364552972.39;1000000
342079971.64;1100000
353721083.72;1200000
378390000.12;1300000
388176949.87;1400000
396738158.4;1500000
