experiment;len_T;len_V;max_V_match_fraction;len_pos_true;len_neg_true;time_all;attack_name;success;len_pos_recovered;len_neg_recovered
T500000V1000000_0.0;500000;1000000;0.0;0;500000;[116683142, 152123046, 157891107, 169197175, 167585800, 163604047, 154818585, 164183393, 167618288, 158511893, 166006903, 158336701, 161345553, 154836675, 157488813, 144196082, 155360930, 153883284, 151828053, 163138752, 158360642, 164622079, 149483998, 160781437, 170072695, 151166786, 160506344, 153231918, 168502869, 158331921, 177988809, 152570661, 154258968, 154515962, 159950589, 166425877, 155182448, 157723354, 153931516, 160032039, 149262446, 161656587, 156976106, 160003490, 157176769, 158062168, 170880394, 160261371, 164724549, 164492936];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000, 500000]
T600000V1000000_0.0;600000;1000000;0.0;0;600000;[163786849, 162655817, 177778967, 176586984, 171630171, 177459804, 175104229, 191824564, 167111834, 184954532, 169425047, 175295631, 181064190, 187781292, 175925988, 171039116, 179682488, 172807844, 185809160, 180758629, 167520218, 175487032, 188465379, 180100811, 166317765, 175295691, 190286159, 177872588, 176167529, 168086954, 174259859, 181926539, 169877503, 170926075, 186449498, 179099461, 172992436, 174926917, 176813937, 185457928, 175267910, 166332036, 179929560, 168531589, 149492007, 142372383, 152601700, 154431641, 147023712, 152188886];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000]
T700000V1000000_0.0;700000;1000000;0.0;0;700000;[209410411, 207939645, 216008190, 205722401, 208492950, 217714458, 216212673, 223403838, 230664765, 219692230, 216414935, 217349614, 219119533, 221306886, 223114035, 204265176, 204273697, 210272870, 210114119, 216215053, 210744445, 217707148, 216746728, 213433153, 209268759, 218916411, 207115177, 221046804, 214205431, 218032561, 215744218, 221597129, 219721600, 213703626, 212766037, 183921941, 172021006, 171479750, 176303451, 194181389, 175067548, 171567441, 175366881, 168054854, 178480824, 190344369, 190369179, 184458947, 185281326, 195223390];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000]
T800000V1000000_0.0;800000;1000000;0.0;0;800000;[230996018, 219765259, 221344407, 232408443, 222167265, 222794622, 232658175, 242222787, 223582631, 226890706, 232777727, 226860795, 228561543, 243329338, 233245991, 240904363, 238353026, 226168088, 233095339, 223931174, 228017197, 240582669, 236029482, 229235650, 231270142, 243918985, 231109520, 227787374, 233442305, 227255858, 231781926, 227143878, 222353108, 205628321, 195992669, 194321352, 188111126, 202875211, 178980600, 185980404, 191141878, 180913109, 197047810, 202709800, 205925783, 209143067, 208128407, 180513545, 183130642, 180629346];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000]
T900000V1000000_0.0;900000;1000000;0.0;0;900000;[205667921, 236892870, 229760926, 237694829, 231512374, 219871661, 232503724, 231194640, 225808043, 223417318, 222163866, 234278234, 232744277, 223227056, 227830065, 213516324, 232112671, 229811656, 241564831, 226846944, 231020980, 228702734, 228557363, 219293595, 236096572, 224198437, 226537651, 232465354, 233892408, 226349739, 218089443, 236865870, 228217839, 218081792, 214471584, 210020697, 209399430, 218586288, 211076569, 199536906, 209171088, 208983977, 230275000, 232552174, 211285341, 223379749, 208800794, 206743853, 205568550, 174712734];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000, 900000]
T1000000V1000000_0.0;1000000;1000000;0.0;0;1000000;[271322854, 281161148, 264947426, 260480420, 269815648, 286490955, 268695796, 260810372, 260717522, 275687300, 273732809, 270856520, 277387488, 270732808, 268574255, 267540924, 277369978, 263547383, 259044674, 262785844, 273045792, 258478199, 274585989, 267031788, 273724290, 264473632, 268703027, 273787260, 272739069, 265120379, 235810849, 265986598, 250656416, 262207958, 246411701, 246738925, 247322230, 238889122, 260421909, 255084562, 265585324, 255089663, 240425667, 244896575, 240693700, 222216346, 201155544, 205167215, 206714822, 221675010];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000]
T1200000V1000000_0.0;1200000;1000000;0.0;0;1200000;[310614439, 307873350, 302055658, 297604252, 323662757, 312463128, 301803835, 306727428, 308850491, 329392597, 295738662, 307782039, 309947202, 312128895, 299329310, 316393130, 313602331, 309196374, 305545305, 312026204, 308774019, 307746958, 299287569, 308259854, 312155625, 317378999, 287303683, 283389461, 302808847, 278747332, 272741219, 260991175, 278197237, 298940526, 292387416, 294543249, 285381694, 273230295, 243788883, 227679583, 233290043, 233413194, 235184692, 233669906, 246262911, 229350211, 245604183, 250858248, 268225312, 266612295];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000]
T1400000V1000000_0.0;1400000;1000000;0.0;0;1400000;[305372483, 316532761, 306273651, 312714321, 319319381, 318360631, 327728709, 320069908, 322791768, 315060326, 322991149, 314266337, 309356716, 324714217, 318459141, 314549601, 313182506, 312780461, 338924118, 314249457, 306300863, 313843842, 287393484, 306613856, 290980281, 320574433, 287262183, 291072672, 296652541, 305992610, 302241220, 316575342, 280710073, 287197451, 249615335, 240877033, 238748230, 251973031, 247788775, 243077865, 248625594, 247647324, 269675218, 269646547, 236579918, 235037871, 237889301, 237681179, 248496754, 274051942];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000]
T500000V1000000_0.1;500000;1000000;0.1;50000;450000;[216501645, 199740248, 203931643, 209067887, 240901143, 246236619, 232416173, 223574950, 199187583, 194472002, 196294062, 174204859, 175736534, 174116187, 175492353, 174396941, 199874430, 196746247, 193260870, 200828129, 194334922, 199601816, 206104925, 202868442, 204701091, 212445913, 199235973, 201310066, 192812276, 183373825, 191078277, 191757014, 200406735, 199557648, 190509531, 188732993, 194255430, 192886075, 190680313, 182863941, 192736465, 197922059, 209373401, 207308788, 197670587, 204368687, 201968102, 207440260, 204197735, 202807552];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000, 50000];[450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000, 450000]
T600000V1000000_0.1;600000;1000000;0.1;60000;540000;[254203833, 259670682, 257686450, 226264248, 211637454, 206790363, 187918914, 201404065, 202110563, 189236757, 223587370, 204168975, 212959808, 206538640, 222204156, 214799787, 223364288, 229589574, 224352928, 222032664, 208444500, 208984016, 204462768, 206936684, 213056579, 217028811, 225848104, 211387411, 199549177, 210922906, 206814772, 213447853, 216965230, 229608184, 214244291, 218715408, 222973423, 232753157, 222500739, 219989721, 222406638, 214368733, 197150520, 192412921, 216011769, 222114056, 219700289, 223816823, 227337140, 227047467];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 60000];[540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000, 540000]
