pos0.0_positive;neg0.0_positive;tot0.0_positive;pos0.0_negative;neg0.0_negative;tot0.0_negative;pos0.0_total;neg0.0_total;tot0.0_total;pos0.1_positive;neg0.1_positive;tot0.1_positive;pos0.1_negative;neg0.1_negative;tot0.1_negative;pos0.1_total;neg0.1_total;tot0.1_total;pos0.2_positive;neg0.2_positive;tot0.2_positive;pos0.2_negative;neg0.2_negative;tot0.2_negative;pos0.2_total;neg0.2_total;tot0.2_total;pos0.3_positive;neg0.3_positive;tot0.3_positive;pos0.3_negative;neg0.3_negative;tot0.3_negative;pos0.3_total;neg0.3_total;tot0.3_total;pos0.4_positive;neg0.4_positive;tot0.4_positive;pos0.4_negative;neg0.4_negative;tot0.4_negative;pos0.4_total;neg0.4_total;tot0.4_total;pos0.5_positive;neg0.5_positive;tot0.5_positive;pos0.5_negative;neg0.5_negative;tot0.5_negative;pos0.5_total;neg0.5_total;tot0.5_total;pos0.6_positive;neg0.6_positive;tot0.6_positive;pos0.6_negative;neg0.6_negative;tot0.6_negative;pos0.6_total;neg0.6_total;tot0.6_total;pos0.7_positive;neg0.7_positive;tot0.7_positive;pos0.7_negative;neg0.7_negative;tot0.7_negative;pos0.7_total;neg0.7_total;tot0.7_total;pos0.8_positive;neg0.8_positive;tot0.8_positive;pos0.8_negative;neg0.8_negative;tot0.8_negative;pos0.8_total;neg0.8_total;tot0.8_total;pos0.9_positive;neg0.9_positive;tot0.9_positive;pos0.9_negative;neg0.9_negative;tot0.9_negative;pos0.9_total;neg0.9_total;tot0.9_total;pos1.0_positive;neg1.0_positive;tot1.0_positive;pos1.0_negative;neg1.0_negative;tot1.0_negative;pos1.0_total;neg1.0_total;tot1.0_total;query_budget
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;0.19535714285714287;0.32346349206349206;0.3106528571428571;0.2815857142857143;0.23162380952380954;0.23662;0.13514285714285715;0.2202031746031746;0.21169714285714286;0.1301142857142857;0.2085267857142857;0.19284428571428572;0.19028571428571428;0.1527875;0.16028714285714285;0.10378571428571429;0.1346732142857143;0.1284957142857143;0.112;0.1658204081632653;0.1496742857142857;0.15795714285714285;0.12296326530612245;0.13346142857142856;0.08944761904761905;0.10215306122448979;0.09834142857142857;0.10196071428571428;0.1476357142857143;0.12936571428571428;0.1468607142857143;0.11268095238095238;0.12635285714285716;0.07834642857142857;0.08436666666666667;0.08195857142857142;0.09957142857142857;0.13792;0.11874571428571429;0.13767714285714286;0.09910857142857143;0.11839285714285715;0.06638;0.06612285714285714;0.06625142857142857;0.11277142857142858;0.14677857142857142;0.12637428571428572;0.14862380952380952;0.10151785714285715;0.12978142857142858;0.0853904761904762;0.07761428571428572;0.08228;0.12384489795918367;0.1579952380952381;0.13409;0.1654;0.11185714285714286;0.14933714285714286;0.10245714285714286;0.08922857142857143;0.09848857142857143;0.15223928571428572;0.19077142857142856;0.15994571428571427;0.20603035714285714;0.12922857142857141;0.19067;0.13363214285714287;0.10467857142857143;0.12784142857142858;0.23174761904761904;0.28224285714285713;0.23679714285714284;0.3238142857142857;0.19512857142857143;0.31094571428571427;0.2199111111111111;0.136;0.21152;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;700
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;0.40255714285714284;0.637852380952381;0.6143228571428572;0.5631;0.47453015873015875;0.48338714285714285;0.2728714285714286;0.44763650793650794;0.43016;0.26221428571428573;0.4128160714285714;0.3826957142857143;0.3817785714285714;0.3120785714285714;0.32601857142857144;0.20589285714285716;0.2754464285714286;0.26153571428571426;0.22824761904761906;0.33084489795918365;0.30006571428571427;0.3170904761904762;0.25418775510204084;0.27305857142857143;0.1785904761904762;0.20980816326530613;0.20044285714285714;0.20739642857142856;0.29504761904761906;0.25998714285714286;0.293225;0.23062380952380954;0.25566428571428573;0.15578571428571428;0.17297619047619048;0.1661;0.22368857142857143;0.28591428571428573;0.25480142857142857;0.28676857142857143;0.22438;0.2555742857142857;0.14385714285714285;0.1447857142857143;0.14432142857142857;0.23026428571428573;0.29411785714285715;0.2558057142857143;0.2952119047619048;0.20771785714285715;0.26021428571428573;0.17463571428571428;0.15497142857142857;0.16677;0.2531040816326531;0.31706190476190477;0.2722914285714286;0.3293469387755102;0.22856190476190477;0.2991114285714286;0.20841632653061223;0.1795142857142857;0.19974571428571428;0.31211607142857145;0.38119285714285717;0.3259314285714286;0.4105125;0.26224285714285717;0.38085857142857144;0.2750357142857143;0.20693571428571428;0.2614157142857143;0.4724253968253968;0.5631285714285714;0.4814957142857143;0.6362888888888889;0.40294285714285716;0.6129542857142857;0.4485349206349206;0.2679142857142857;0.43047285714285716;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;1400
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;0.6880571428571428;0.8891603174603174;0.86905;0.8356714285714286;0.7510206349206349;0.7594857142857143;0.3956571428571429;0.714920634920635;0.6829942857142857;0.40609285714285714;0.6067464285714286;0.5666157142857143;0.5701714285714286;0.4702767857142857;0.4902557142857143;0.31193571428571426;0.41775892857142854;0.39659428571428573;0.34703809523809526;0.49438163265306123;0.45017857142857143;0.47536190476190476;0.3833448979591837;0.41095;0.26761904761904765;0.3194224489795918;0.3038814285714286;0.3147;0.4420809523809524;0.39112857142857144;0.4399392857142857;0.3482142857142857;0.3849042857142857;0.23108214285714285;0.2654095238095238;0.2516785714285714;0.33761714285714284;0.42806285714285713;0.38284;0.43089714285714287;0.3395714285714286;0.3852342857142857;0.23271714285714284;0.23328857142857143;0.23300285714285715;0.34760238095238094;0.4399392857142857;0.38453714285714286;0.4420047619047619;0.3147964285714286;0.39112142857142856;0.26612142857142856;0.23054285714285713;0.25189;0.38164897959183675;0.47387142857142855;0.4093157142857143;0.49369591836734694;0.34586190476190476;0.4493457142857143;0.3182551020408163;0.2679809523809524;0.30317285714285713;0.4723482142857143;0.5704357142857143;0.4919657142857143;0.6080892857142857;0.40408571428571427;0.5672885714285715;0.41671785714285714;0.31070714285714285;0.3955157142857143;0.751752380952381;0.8358;0.7601571428571429;0.8888285714285714;0.6874142857142858;0.8686871428571429;0.7149587301587301;0.39577142857142855;0.68304;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;2100
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5793642857142857;0.7891428571428571;0.7471871428571428;0.7541;0.6493732142857143;0.6703185714285714;0.40855714285714284;0.5761267857142857;0.5426128571428571;0.4696904761904762;0.6500959183673469;0.5959742857142857;0.6299571428571429;0.5275979591836735;0.5583057142857143;0.3587;0.44115714285714286;0.41642;0.4257107142857143;0.5814047619047619;0.5191271428571429;0.5841464285714286;0.4696190476190476;0.51543;0.30508928571428573;0.36933809523809524;0.3436385714285714;0.46260285714285715;0.5738257142857143;0.5182142857142857;0.5760371428571428;0.46486;0.5204485714285715;0.32846857142857144;0.32472285714285715;0.32659571428571427;0.47077380952380954;0.5841428571428572;0.5161214285714286;0.5826761904761905;0.42553214285714286;0.5198185714285715;0.36842142857142857;0.3050785714285714;0.34308428571428573;0.5288081632653061;0.6304047619047619;0.5592871428571429;0.6503591836734693;0.47035714285714286;0.5963585714285714;0.4403795918367347;0.3598095238095238;0.4162085714285714;0.6495;0.7548571428571429;0.6705714285714286;0.7899875;0.5815571428571429;0.7483014285714286;0.5762035714285715;0.40557857142857145;0.5420785714285714;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;2800
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.81515;0.9480017857142857;0.9214314285714286;0.9293642857142858;0.8773392857142858;0.8877442857142858;0.48729285714285714;0.78545;0.7258185714285714;0.6273190476190477;0.8033428571428571;0.7505357142857143;0.7859142857142857;0.6870367346938776;0.7167;0.4467238095238095;0.571334693877551;0.5339514285714285;0.5601214285714285;0.7190190476190477;0.65546;0.7223821428571429;0.6006952380952381;0.64937;0.4033607142857143;0.4815285714285714;0.4502614285714286;0.5902142857142857;0.7140657142857143;0.65214;0.7129685714285714;0.5885171428571428;0.6507428571428572;0.41869428571428574;0.4182457142857143;0.41847;0.6027642857142858;0.7242464285714286;0.6513571428571429;0.7185142857142857;0.5598785714285714;0.65506;0.4800904761904762;0.40344285714285716;0.4494314285714286;0.6875367346938775;0.7859904761904762;0.7170728571428572;0.8030183673469388;0.6269285714285714;0.7501914285714286;0.5709306122448979;0.44767142857142855;0.5339528571428571;0.8776857142857143;0.9298857142857143;0.8881257142857143;0.9473142857142857;0.8131642857142857;0.9204842857142858;0.7843339285714286;0.487;0.7248671428571428;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;3500
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8283952380952381;0.9331020408163265;0.90169;0.9339952380952381;0.8680714285714286;0.8878485714285714;0.5493285714285714;0.7212918367346939;0.6697028571428572;0.7354892857142857;0.8553095238095239;0.8073814285714286;0.8610285714285715;0.7640190476190476;0.8028228571428572;0.5220642857142858;0.599147619047619;0.5683142857142857;0.7335285714285714;0.8450885714285714;0.7893085714285715;0.8440257142857143;0.7320657142857143;0.7880457142857142;0.5372142857142858;0.53438;0.5357971428571429;0.7637;0.86225;0.80312;0.8545071428571429;0.7344607142857142;0.8064885714285714;0.6014309523809523;0.5216857142857143;0.5695328571428572;0.8685081632653061;0.9341809523809523;0.88821;0.9322632653061225;0.8267142857142857;0.9005985714285715;0.7215979591836734;0.5470857142857143;0.6692442857142857;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;4200
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9587392857142857;0.9875761904761905;0.9760414285714286;0.9867285714285714;0.9636690476190476;0.9728928571428571;0.6468392857142857;0.756497619047619;0.7126342857142857;0.9141542857142857;0.9651228571428572;0.9396385714285714;0.9670771428571429;0.9177342857142857;0.9424057142857143;0.6583057142857143;0.6615514285714286;0.6599285714285714;0.9615428571428571;0.9857607142857143;0.97123;0.988147619047619;0.9605821428571428;0.9771214285714286;0.7477166666666667;0.6327714285714285;0.7017385714285714;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;4900
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;5600
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;6300
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;7000
