PSU;max_V_match_fraction
1853415695.68;0.0
1864699929.54;0.1
1868742025.78;0.2
1763901271.06;0.3
1531579032.76;0.4
1640102760.14;0.5
1391266936.4;0.6
1365236637.74;0.7
1288105206.94;0.8
1166602670.36;0.9
1076943062.26;1.0
