PSU;max_V_match_fraction
219113340.75;0.0
282359772.48;0.1
318008981.41;0.2
323695900.17;0.3
344966118.95;0.4
336531570.26;0.5
319636868.72;0.6
327780926.12;0.7
305821998.08;0.8
278519386.9;0.9
214156899.77;1.0
