PSU;max_V_match_fraction
128146341.5;0.0
192925439.72;0.1
222841402.29;0.2
217863247.62;0.3
217938222.04;0.4
215267008.51;0.5
218940657.36;0.6
222616723.79;0.7
215822629.44;0.8
223370840.48;0.9
220809768.26;1.0
