PSU;max_V_match_fraction
208269450.72;0.0
275560091.63;0.1
319371398.81;0.2
334321883.83;0.3
339238408.92;0.4
342795943.99;0.5
345358182.52;0.6
314429001.99;0.7
293233189.72;0.8
230107787.28;0.9
