num_queries_positive;num_queries_negative;num_queries_total;max_V_match_fraction
3;3;3;0.0
3271.47;3268.72;3273.24;0.1
4864.04;4861.24;4864.93;0.2
5834.55;5830.67;5837.38;0.3
6364.94;6363.56;6369.74;0.4
6548.2;6534.05;6535.29;0.5
6371.61;6375.58;6381.15;0.6
5832.84;5830.52;5830.64;0.7
4861.91;4861.29;4870.69;0.8
3268.43;3268.86;3269.37;0.9
3;3;3;1.0
