num_queries_positive;num_queries_negative;num_queries_total;max_V_match_fraction
3;3;3;0.0
4763.57;4765.34;4765.43;0.1
7113.45;7110.24;7121.59;0.2
8551.27;8546.85;8561.22;0.3
9355.08;9355.92;9351.18;0.4
9605.55;9610.72;9611.4;0.5
9356.32;9358.81;9366.97;0.6
8553.67;8554.43;8552.56;0.7
