PSU;len_T
1126796501.72;500000
1240635965.66;600000
1363747180.86;700000
1391266936.4;800000
1494179092.06;900000
1588097949.24;1000000
2010407040.82;1100000
2118677774.36;1200000
2342833479.04;1300000
2470556627.38;1400000
2610232593.7;1500000
