PSU;len_T
1030287217.2;500000
1188428480.78;600000
1695463656.94;700000
1868742025.78;800000
1987035410.04;900000
2153546671.26;1000000
2329762408.32;1100000
2477712196.14;1200000
2816558422.2;1300000
2953981817.56;1400000
3109196933.74;1500000
