PSU;len_T
1112083456.5;500000
1206005135.6;600000
1272769560.12;700000
1365236637.74;800000
1462251068.12;900000
1563963529.54;1000000
1936490446.24;1100000
2080320694.48;1200000
2237553980.06;1300000
2227162697.38;1400000
