PSU;len_T
223182293.5;500000
235643875.22;600000
263572156.1;700000
284659503.72;800000
298883598;900000
309293261;1000000
293045176.48;1100000
302569807.2;1200000
265318546.76;1300000
292521288.04;1400000
247605754.68;1500000
