PSU;len_T
208959883.78;500000
221803462.42;600000
251000267.2;700000
264522695.54;800000
271539232.5;900000
314659659.02;1000000
317670930.68;1100000
327855206.34;1200000
352095026.36;1300000
363772097.78;1400000
377753228.96;1500000
