PSU;len_T
234992916.04;500000
260662639.32;600000
267063868.66;700000
282649566.58;800000
338768438.08;900000
241038874.22;1000000
234661251.02;1100000
247924239.72;1200000
253962676.94;1300000
263049101.88;1400000
