time_positive;time_negative;time_total;max_V_match_fraction
7711606.67;7800710.74;7648055.09;0.0
53431806.58;54114044.75;61031679.67;0.1
78881321.1;79100033.54;89522269.39;0.2
94566689.53;90195199.14;106003105.6;0.3
100619755.56;103580240.74;118295610.4;0.4
102573829.43;104106712.4;121981180.7;0.5
99440089.15;103060292.52;116872882.86;0.6
86967149.48;95951052.04;103848488.98;0.7
75332227.25;79712044.86;87334589.57;0.8
