time_positive;time_negative;time_total;max_V_match_fraction
9595620.15;9665703.28;9581674.59;0.0
67292491.96;65690549.97;77064676.73;0.1
97006899.74;94550819.78;111684596.84;0.2
115376755.15;116367493.16;133955189.65;0.3
129249672.27;126502341.03;146866526.07;0.4
128130729.82;128814083.68;149397088.14;0.5
121166230.06;130048640.6;145064239.59;0.6
