time_total;time_positive;time_negative;max_V_match_fraction
700933.8;702217.02;699689.46;0.0
20661559.62;36152556.8;20616665.24;0.1
32195363.74;48822277.6;33218318.56;0.2
41623204.82;56033674.64;44405268.62;0.3
45042878.16;57011456.6;51497986.04;0.4
46726709.96;54455201.82;56022977.92;0.5
44967129.16;49940185.06;57405486.4;0.6
40049443.2;42501913.8;55517397.5;0.7
30930106.42;31438403;47686566.72;0.8
18586601.76;18365998.36;33976290.76;0.9
695776.12;690504.1;693443.18;1.0
