time_total;time_positive;time_negative;max_V_match_fraction
1146327.7;1136197.06;1131142.74;0.0
39811605.62;67729505.36;39981077.94;0.1
57906447.5;87262456.28;59273770.9;0.2
71728742.28;97312558.22;76191910.32;0.3
80142662.38;100748172.54;89719698.94;0.4
82731533.42;96031240.5;97819897.74;0.5
80280907.08;88333353.06;100712748.5;0.6
69983908.48;73476185.12;98228354.26;0.7
