time_total;time_positive;time_negative;max_V_match_fraction
564632.24;562723.06;563173.52;0.0
18000534.9;30244438.36;17786017.24;0.1
25585462.98;38062691.6;25918008.76;0.2
32079950.6;42708316.96;33241256.32;0.3
34486560.24;43617753.42;38259008.38;0.4
36247669.98;41700529.08;42231466.88;0.5
34660793.1;37497757.58;43644467.6;0.6
30739251.48;31899728.58;40711543.08;0.7
22176736.7;22129509.8;34816441.62;0.8
13585972.42;13230154.26;24448698.46;0.9
553831.02;544812.02;546234.28;1.0
