PSU;max_V_match_fraction
295134369.07;0.0
329736275.97;0.1
344695777.08;0.2
356699618.45;0.3
305394836.645;0.4
235229739.395;0.5
255297650.525;0.6
251772348.955;0.7
217462449.17;0.8
