PSU;max_V_match_fraction
224161077.845;0.0
276521790;0.1
301628030.53;0.2
303951834.555;0.3
300706879.395;0.4
312644998.695;0.5
305430911.335;0.6
337454226.095;0.7
306435527.645;0.8
280319541.17;0.9
254731504.5;1.0
