PSU;len_T
222616723.79;500000
244453968.42;600000
263563502.45;700000
279143431.23;800000
319682466.87;900000
327780926.12;1000000
314429001.99;1100000
323313789.24;1200000
305224689.95;1300000
287192243.39;1400000
