PSU;len_T
215267008.51;500000
237423681.79;600000
274049205.09;700000
293639623.08;800000
309488051.62;900000
336531570.26;1000000
342795943.99;1100000
350557961.91;1200000
354865500.28;1300000
360257891.28;1400000
360422923.07;1500000
