PSU;len_T
217863247.62;500000
233383404.16;600000
267071053;700000
281666165.65;800000
294706451.63;900000
323695900.17;1000000
334321883.83;1100000
347954892.62;1200000
336328299.27;1300000
342553231.38;1400000
360720194.09;1500000
