PSU;len_T
192925439.72;500000
207099930.16;600000
226446890.22;700000
234643120.03;800000
258548664.44;900000
282359772.48;1000000
275560091.63;1100000
289143336.03;1200000
273786486.76;1300000
311120190.19;1400000
316960137.29;1500000
