PSU;len_T
128146341.5;500000
143675793.67;600000
168797430.81;700000
180342949.74;800000
186233599.71;900000
219113340.75;1000000
208269450.72;1100000
238911184.85;1200000
206383962.28;1300000
217212532.39;1400000
230981092.2;1500000
