PSU;len_T
222841402.29;500000
232960484.19;600000
260578086.72;700000
273909690.56;800000
290944342.48;900000
318008981.41;1000000
319371398.81;1100000
331064139.67;1200000
317227037.85;1300000
331346837.24;1400000
356447791.54;1500000
