PSU;len_T
4991972.93;5000
5506291.5;6000
5940166.27;7000
6260961.29;8000
7967836.11;9000
6465429.72;10000
6714219.55;11000
7247669.12;12000
8323758.08;13000
8539022.96;14000
8451907.5;15000
