PSU;max_V_match_fraction
5907676.21;0.0
5676730.59;0.1
4934621.43;0.2
5597116.57;0.3
5579515.42;0.4
5506291.5;0.5
5359858.93;0.6
5225620.18;0.7
5006183.5;0.8
4801072.07;0.9
4465368.65;1.0
