PSU;max_V_match_fraction
7881026.83;0.0
6153582.56;0.1
7947453.38;0.2
5541790.37;0.3
6499314.86;0.4
6260961.29;0.5
6204575.92;0.6
4989251.74;0.7
4546874.09;0.8
5342887.94;0.9
5224363.34;1.0
