PSU;max_V_match_fraction
6304550.05;0.0
4128567.53;0.1
4059810.32;0.2
5167635.49;0.3
5126461.35;0.4
4991972.93;0.5
5042522.07;0.6
4905256.83;0.7
4685110.88;0.8
4548588.23;0.9
4455853.14;1.0
