PSU;max_V_match_fraction
227015802.24;0.0
273095464.56;0.1
284975954.02;0.2
285624190.16;0.3
287940802.16;0.4
296667708.5;0.5
289006152.98;0.6
284145651.28;0.7
321822979.36;0.8
272033331.2;0.9
259570669.72;1.0
