PSU;max_V_match_fraction
599775894.79;0.0
709635045.83;0.1
740500130.22;0.2
754749139.94;0.3
735623332.76;0.4
754467123.81;0.5
741026577.96;0.6
802234176.51;0.7
734505804.63;0.8
669533525.34;0.9
605154724.45;1.0
