PSU;max_V_match_fraction
592314553.1;0.0
661805914.41;0.1
706213300.89;0.2
720885308.36;0.3
708852120.76;0.4
722550671.49;0.5
715942157.11;0.6
707741305.28;0.7
745734852.7;0.8
667093974.9;0.9
617469296.23;1.0
