PSU;max_V_match_fraction
732407271.97;0.0
832479447.9;0.1
871731812.81;0.2
898227882.84;0.3
775218669.23;0.4
608739672.43;0.5
639388545.14;0.6
630982904.56;0.7
557041312.91;0.8
