PSU;max_V_match_fraction
342670083.04;0.0
343282221.61;0.1
354108462.94;0.2
371740041.74;0.3
461078958.57;0.4
533521420.56;0.5
735382430.91;0.6
451198460.35;0.7
490381897.75;0.8
435605957.47;0.9
349361393.09;1.0
