PSU;max_V_match_fraction
166895877.34;0.0
235289780.31;0.1
242927315.04;0.2
251933629.86;0.3
254322681.43;0.4
258530236.26;0.5
227363545.74;0.6
276570933.12;0.7
268799822.87;0.8
419162770.87;0.9
422298652.37;1.0
