PSU;len_T
210565109.9;500000
225397327.355;600000
253747844.835;700000
256372565.93;800000
276521790;900000
323234093.29;1000000
310195230.085;1100000
329736275.97;1200000
351119924.355;1300000
365470957.665;1400000
379067245;1500000
