PSU;len_T
219044299.06;500000
249865960.995;600000
272763374.885;700000
294222958.175;800000
305430911.335;900000
216284846.435;1000000
244018870.115;1100000
255297650.525;1200000
261902232.945;1300000
263197852.24;1400000
266971738.97;1500000
