PSU;len_T
206598325.6;500000
232906799.51;600000
262956939.16;700000
286775668.935;800000
303951834.555;900000
331298811.69;1000000
342015655.585;1100000
356699618.45;1200000
345672591.9;1300000
371460058.75;1400000
337222269.205;1500000
