PSU;len_T
221692943.18;500000
243896319.415;600000
276737383.39;700000
295379474.1;800000
312644998.695;900000
259362044.23;1000000
233621086.99;1100000
235229739.395;1200000
261015438.375;1300000
271246959.005;1400000
273210135.19;1500000
