PSU;len_T
157952277.555;500000
177237748.16;600000
208055610.82;700000
220739915.765;800000
224161077.845;900000
262795266.105;1000000
255645786.09;1100000
295134369.07;1200000
278056613.1;1300000
298241291.07;1400000
289366707.185;1500000
