PSU;len_T
217225678.96;500000
239926558.11;600000
267462349.165;700000
289630577.655;800000
300706879.395;900000
309787141.805;1000000
295303216.265;1100000
305394836.645;1200000
275375460.22;1300000
298245657.655;1400000
257275546.3;1500000
