PSU;max_V_match_fraction
254791680.38;0.0
308027934.535;0.1
332730557;0.2
343107291.505;0.3
298806690.995;0.4
234627186.93;0.5
245806610.625;0.6
237907199.21;0.7
233409689.745;0.8
188496442.905;0.9
