PSU;max_V_match_fraction
224846545.895;0.0
289895341.195;0.1
300812083.465;0.2
303478729.04;0.3
303074173.815;0.4
312974907.07;0.5
303847062.95;0.6
336676638.06;0.7
305265590.62;0.8
279305211.005;0.9
253802441.355;1.0
