PSU;max_V_match_fraction
155950739.95;0.0
209508788.385;0.1
222729781.385;0.2
207283863.855;0.3
216486924.21;0.4
221918992.4;0.5
216621844.88;0.6
225853957.35;0.7
223963516.2;0.8
223992555.065;0.9
227543860.13;1.0
