PSU;len_T
158595519;500000
173099696.78;600000
204811580.04;700000
218063177.22;800000
222427094.82;900000
257930833.7;1000000
242858966.38;1100000
287178840.12;1200000
266915021.84;1300000
290370408.2;1400000
283412801.36;1500000
