PSU;len_T
212836349.66;500000
231560660.6;600000
266446380.02;700000
280941294.24;800000
300927260.82;900000
306442386.38;1000000
293101727.92;1100000
303152067.04;1200000
267800366.66;1300000
287096069.34;1400000
250306020.78;1500000
