PSU;len_T
221552381.14;500000
231419781.58;600000
261025098.02;700000
277873798.48;800000
297723746.28;900000
320037648.72;1000000
327811815.78;1100000
339433343.78;1200000
350491883.12;1300000
367015373.76;1400000
389689025.16;1500000
